Date,Year,Season,Crop,State,District,Irrigation_Type,Area_ha,Fertilizer_Use,Yield_kg_ha,Production_tons
2018-10-30,2018,Perennial,Tea,West Bengal,Kolkata,Rainfed,80.7,59.0,1977.0,159.54
2021-07-20,2021,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,536.62,133.0,2323.0,1246.57
2019-02-16,2019,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,332.22,93.0,11306.0,3756.08
2017-09-30,2017,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,376.61,79.0,6418.0,2417.08
2021-04-26,2021,Perennial,Coffee,Tamil Nadu,Coimbatore,Canal,128.57,57.0,1485.0,190.93
2022-03-24,2022,Kharif,Cotton,Maharashtra,Nagpur,Drip,1228.92,181.0,1350.0,1659.04
2017-12-12,2017,Kharif,Pulses,Rajasthan,Udaipur,Tube Well,390.3,140.0,2265.0,884.03
2017-05-05,2017,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,263.33,66.0,9692.0,2552.19
2015-08-23,2015,Kharif,Rice,Punjab,Amritsar,Tube Well,61.93,165.0,6887.0,426.51
2021-02-22,2021,Kharif,Rice,Assam,Dibrugarh,Rainfed,769.17,163.0,4282.0,3293.59
2022-08-23,2022,Rabi,Wheat,Uttar Pradesh,Kanpur,Canal,848.26,93.0,4102.0,3479.56
2025-03-31,2025,Perennial,Tea,Kerala,Thrissur,Drip,455.06,78.0,2989.0,1360.17
2020-01-21,2020,Rabi,Wheat,Madhya Pradesh,Bhopal,Tube Well,755.41,172.0,3946.0,2980.85
2018-07-13,2018,Rabi,Potato,Bihar,Gaya,Tube Well,930.06,99.0,20602.0,19161.1
2020-07-12,2020,Kharif,Cotton,Telangana,Nizamabad,Tube Well,206.07,177.0,1157.0,238.42
2016-03-15,2016,Rabi,Potato,Punjab,Patiala,Canal,1397.34,57.0,26392.0,36878.6
2018-04-21,2018,Perennial,Tea,West Bengal,Kolkata,Rainfed,812.92,125.0,1377.0,1119.39
2020-02-27,2020,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,24.93,77.0,4787.0,119.34
2019-02-08,2019,Rabi,Pulses,Maharashtra,Pune,Tube Well,319.4,151.0,2437.0,778.38
2017-06-27,2017,Perennial,Tea,Kerala,Ernakulam,Drip,336.25,200.0,3032.0,1019.51
2023-02-15,2023,Zaid,Coconut,Kerala,Kozhikode,Drip,470.43,112.0,11498.0,5409.0
2023-08-06,2023,Rabi,Potato,West Bengal,Kolkata,Canal,774.45,65.0,19644.0,15213.3
2016-10-10,2016,Zaid,Coconut,Kerala,Ernakulam,Drip,176.07,98.0,15449.0,2720.11
2020-10-03,2020,Kharif,Cotton,Gujarat,Vadodara,Tube Well,1005.67,184.0,1463.0,1471.3
2018-01-11,2018,Kharif,Cotton,Maharashtra,Mumbai,Rainfed,1100.97,165.0,868.0,955.64
2022-06-30,2022,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,321.15,85.0,11162.0,3584.68
2022-01-30,2022,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,461.34,193.0,9686.0,4468.54
2018-02-17,2018,Perennial,Coffee,Kerala,Thrissur,Drip,652.26,143.0,830.0,541.38
2024-03-06,2024,Perennial,Coffee,Kerala,Ernakulam,Drip,185.08,75.0,924.0,171.01
2019-06-24,2019,Rabi,Potato,Bihar,Purnia,Rainfed,800.69,136.0,12225.0,9788.44
2023-05-18,2023,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,763.03,118.0,2062.0,1573.37
2024-04-30,2024,Zaid,Coconut,Karnataka,Belgaum,Canal,159.99,173.0,13422.0,2147.39
2020-02-01,2020,Rabi,Potato,Uttar Pradesh,Varanasi,Tube Well,1468.26,102.0,22356.0,32824.42
2021-07-29,2021,Zaid,Coconut,Tamil Nadu,Coimbatore,Tube Well,37.24,181.0,11961.0,445.43
2020-02-09,2020,Zaid,Coconut,Andhra Pradesh,Visakhapatnam,Canal,631.38,172.0,6991.0,4413.98
2020-10-01,2020,Perennial,Tea,West Bengal,Howrah,Canal,853.54,151.0,3108.0,2652.8
2017-08-14,2017,Kharif,Cotton,Gujarat,Ahmedabad,Tube Well,950.62,89.0,528.0,501.93
2019-05-26,2019,Kharif,Cotton,Maharashtra,Mumbai,Drip,957.73,196.0,1466.0,1404.03
2015-07-22,2015,Kharif,Rice,Assam,Kamrup,Rainfed,428.19,132.0,3457.0,1480.25
2023-06-07,2023,Rabi,Potato,Bihar,Patna,Canal,654.45,186.0,20875.0,13661.64
2015-08-11,2015,Kharif,Cotton,Andhra Pradesh,Chittoor,Rainfed,842.92,82.0,784.0,660.85
2015-11-28,2015,Rabi,Pulses,Rajasthan,Udaipur,Rainfed,351.23,198.0,2026.0,711.59
2017-02-11,2017,Rabi,Wheat,Uttar Pradesh,Lucknow,Canal,897.57,172.0,4220.0,3787.75
2017-07-03,2017,Kharif,Rice,Andhra Pradesh,Guntur,Rainfed,1017.18,192.0,3586.0,3647.61
2023-11-12,2023,Rabi,Oilseeds,Maharashtra,Pune,Tube Well,413.61,82.0,1572.0,650.19
2023-07-08,2023,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,423.33,115.0,4865.0,2059.5
2022-07-08,2022,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,16.7,65.0,2125.0,35.49
2018-11-25,2018,Perennial,Sugarcane,Uttar Pradesh,Kanpur,Tube Well,1034.28,71.0,93548.0,96754.83
2021-07-27,2021,Kharif,Maize,Karnataka,Mysore,Drip,222.97,93.0,4745.0,1057.99
2025-06-30,2025,Kharif,Cotton,Telangana,Warangal,Rainfed,438.09,193.0,1075.0,470.95
2018-01-28,2018,Rabi,Potato,Uttar Pradesh,Varanasi,Tube Well,323.21,150.0,14632.0,4729.21
2019-03-29,2019,Zaid,Coconut,Andhra Pradesh,Chittoor,Canal,38.01,97.0,14053.0,534.15
2020-01-01,2020,Kharif,Cotton,Gujarat,Rajkot,Rainfed,585.03,193.0,1316.0,769.9
2017-05-13,2017,Rabi,Potato,Uttar Pradesh,Varanasi,Tube Well,643.0,161.0,30833.0,19825.62
2016-06-13,2016,Kharif,Maize,Bihar,Muzaffarpur,Tube Well,430.9,186.0,8258.0,3558.37
2020-08-31,2020,Kharif,Cotton,Gujarat,Surat,Tube Well,258.48,189.0,687.0,177.58
2024-09-22,2024,Rabi,Pulses,Rajasthan,Udaipur,Rainfed,663.57,163.0,1185.0,786.33
2018-10-11,2018,Rabi,Oilseeds,Gujarat,Ahmedabad,Tube Well,14.17,86.0,2015.0,28.55
2016-01-18,2016,Rabi,Potato,Bihar,Muzaffarpur,Rainfed,892.63,199.0,29746.0,26552.17
2019-01-07,2019,Zaid,Coconut,Kerala,Kozhikode,Rainfed,592.15,99.0,7781.0,4607.52
2017-04-13,2017,Perennial,Tea,West Bengal,Darjeeling,Rainfed,197.56,151.0,1647.0,325.38
2018-08-28,2018,Rabi,Wheat,Uttar Pradesh,Kanpur,Rainfed,713.57,177.0,2614.0,1865.27
2024-05-29,2024,Kharif,Cotton,Gujarat,Vadodara,Tube Well,1186.73,76.0,1268.0,1504.77
2020-11-01,2020,Zaid,Coconut,Kerala,Thrissur,Drip,518.52,141.0,6153.0,3190.45
2016-08-23,2016,Kharif,Cotton,Gujarat,Rajkot,Tube Well,161.58,106.0,857.0,138.47
2023-07-17,2023,Rabi,Pulses,Maharashtra,Nashik,Rainfed,600.36,87.0,1055.0,633.38
2023-02-01,2023,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,333.06,52.0,2157.0,718.41
2020-11-13,2020,Kharif,Maize,Andhra Pradesh,Visakhapatnam,Tube Well,964.69,181.0,5103.0,4922.81
2024-08-29,2024,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,367.3,70.0,9302.0,3416.62
2019-01-24,2019,Perennial,Sugarcane,Maharashtra,Nagpur,Rainfed,116.09,182.0,81114.0,9416.52
2021-12-24,2021,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,226.69,140.0,1930.0,437.51
2024-07-01,2024,Rabi,Pulses,Maharashtra,Pune,Rainfed,394.99,143.0,1786.0,705.45
2020-03-08,2020,Kharif,Cotton,Andhra Pradesh,Guntur,Rainfed,1195.3,174.0,1251.0,1495.32
2020-10-22,2020,Kharif,Rice,Assam,Cachar,Rainfed,451.79,126.0,2442.0,1103.27
2022-03-20,2022,Kharif,Cotton,Andhra Pradesh,Chittoor,Tube Well,1057.0,104.0,594.0,627.86
2020-01-29,2020,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,346.57,71.0,1111.0,385.04
2017-01-18,2017,Zaid,Coconut,Karnataka,Belgaum,Tube Well,797.77,136.0,11282.0,9000.44
2021-04-13,2021,Rabi,Oilseeds,Gujarat,Surat,Rainfed,351.04,133.0,1259.0,441.96
2019-04-02,2019,Kharif,Cotton,Andhra Pradesh,Chittoor,Canal,1095.03,94.0,1270.0,1390.69
2016-08-09,2016,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,233.02,140.0,11216.0,2613.55
2021-01-19,2021,Zaid,Coconut,Karnataka,Mysore,Canal,886.06,116.0,13567.0,12021.18
2020-11-03,2020,Rabi,Potato,Punjab,Amritsar,Tube Well,391.17,171.0,24507.0,9586.4
2021-04-08,2021,Rabi,Wheat,Rajasthan,Jaipur,Rainfed,488.59,134.0,2946.0,1439.39
2017-07-19,2017,Rabi,Potato,West Bengal,Darjeeling,Rainfed,451.62,190.0,30126.0,13605.5
2020-12-22,2020,Kharif,Rice,Bihar,Gaya,Rainfed,41.13,128.0,2914.0,119.85
2023-12-06,2023,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,336.28,183.0,2567.0,863.23
2022-01-08,2022,Zaid,Coconut,Kerala,Kozhikode,Drip,444.52,128.0,5936.0,2638.67
2016-05-29,2016,Kharif,Pulses,Rajasthan,Udaipur,Tube Well,114.72,134.0,1970.0,226.0
2021-05-22,2021,Kharif,Pulses,Uttar Pradesh,Varanasi,Rainfed,284.03,105.0,1820.0,516.93
2016-06-08,2016,Kharif,Pulses,Maharashtra,Nagpur,Drip,609.67,110.0,1167.0,711.48
2024-06-16,2024,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,280.76,190.0,2566.0,720.43
2020-09-17,2020,Perennial,Tea,West Bengal,Darjeeling,Canal,490.41,83.0,2901.0,1422.68
2020-08-08,2020,Zaid,Coconut,Karnataka,Hubli,Drip,512.3,68.0,10297.0,5275.15
2023-09-06,2023,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,120.66,175.0,1323.0,159.63
2021-02-23,2021,Kharif,Pulses,Uttar Pradesh,Varanasi,Canal,279.98,137.0,2812.0,787.3
2021-07-15,2021,Rabi,Potato,Punjab,Patiala,Canal,1273.77,93.0,14722.0,18752.44
2021-09-12,2021,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,138.55,115.0,1368.0,189.54
2023-09-19,2023,Kharif,Maize,Andhra Pradesh,Chittoor,Rainfed,802.44,129.0,5894.0,4729.58
2019-08-16,2019,Rabi,Oilseeds,Rajasthan,Udaipur,Tube Well,298.78,139.0,2160.0,645.36
2019-08-27,2019,Kharif,Maize,Maharashtra,Nashik,Rainfed,1259.03,173.0,6122.0,7707.78
2019-01-13,2019,Rabi,Pulses,Maharashtra,Nagpur,Drip,95.27,109.0,1677.0,159.77
2021-02-22,2021,Rabi,Pulses,Rajasthan,Jaipur,Rainfed,582.97,151.0,1920.0,1119.3
2016-06-02,2016,Kharif,Cotton,Gujarat,Rajkot,Tube Well,594.82,175.0,1364.0,811.33
2015-08-04,2015,Kharif,Rice,Punjab,Amritsar,Canal,17.98,177.0,5125.0,92.15
2024-11-12,2024,Rabi,Oilseeds,Gujarat,Rajkot,Rainfed,323.76,88.0,1981.0,641.37
2017-11-23,2017,Rabi,Wheat,Punjab,Amritsar,Canal,617.47,103.0,3126.0,1930.21
2019-03-24,2019,Perennial,Coffee,Kerala,Ernakulam,Drip,258.21,139.0,907.0,234.2
2021-05-28,2021,Rabi,Oilseeds,Gujarat,Rajkot,Tube Well,441.31,183.0,3543.0,1563.56
2023-04-03,2023,Kharif,Cotton,Andhra Pradesh,Visakhapatnam,Rainfed,1100.84,169.0,1202.0,1323.21
2020-07-20,2020,Kharif,Rice,Uttar Pradesh,Lucknow,Rainfed,547.79,138.0,4409.0,2415.21
2020-02-26,2020,Rabi,Oilseeds,Maharashtra,Mumbai,Tube Well,550.29,198.0,4211.0,2317.27
2017-06-25,2017,Kharif,Pulses,Uttar Pradesh,Varanasi,Rainfed,1144.09,116.0,1903.0,2177.2
2021-12-07,2021,Rabi,Wheat,Uttar Pradesh,Lucknow,Canal,1192.81,176.0,5343.0,6373.18
2019-03-05,2019,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,42.79,173.0,15679.0,670.9
2017-06-19,2017,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,566.22,186.0,1952.0,1105.26
2024-03-31,2024,Kharif,Pulses,Maharashtra,Pune,Tube Well,632.52,198.0,2500.0,1581.3
2023-08-05,2023,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,102.36,124.0,2250.0,230.31
2023-02-26,2023,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,192.65,79.0,938.0,180.71
2020-11-08,2020,Rabi,Pulses,Maharashtra,Mumbai,Tube Well,68.1,119.0,2475.0,168.55
2023-09-06,2023,Perennial,Coffee,Kerala,Thrissur,Rainfed,294.59,178.0,575.0,169.39
2022-09-15,2022,Kharif,Cotton,Gujarat,Surat,Tube Well,313.93,175.0,1075.0,337.47
2018-10-27,2018,Perennial,Coffee,Karnataka,Mysore,Canal,426.49,100.0,688.0,293.43
2019-05-06,2019,Perennial,Tea,Kerala,Kozhikode,Rainfed,468.47,57.0,1629.0,763.14
2024-10-24,2024,Kharif,Maize,Maharashtra,Nagpur,Drip,954.72,126.0,6101.0,5824.75
2015-09-20,2015,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,488.23,121.0,2309.0,1127.32
2016-08-26,2016,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,545.92,63.0,2989.0,1631.75
2023-02-02,2023,Kharif,Maize,Maharashtra,Mumbai,Tube Well,1126.67,169.0,7554.0,8510.87
2024-04-14,2024,Kharif,Maize,Maharashtra,Mumbai,Drip,1137.23,93.0,7014.0,7976.53
2023-01-14,2023,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,689.97,147.0,2368.0,1633.85
2021-05-26,2021,Kharif,Maize,Andhra Pradesh,Visakhapatnam,Canal,192.27,65.0,5256.0,1010.57
2020-07-15,2020,Kharif,Pulses,Rajasthan,Jodhpur,Rainfed,183.24,179.0,2014.0,369.05
2021-03-28,2021,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,205.91,161.0,12695.0,2614.03
2018-11-14,2018,Kharif,Oilseeds,Rajasthan,Jaipur,Rainfed,257.53,108.0,2372.0,610.86
2023-04-20,2023,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,74.52,144.0,7772.0,579.17
2016-02-08,2016,Kharif,Oilseeds,Gujarat,Surat,Rainfed,352.42,78.0,1568.0,552.59
2020-11-25,2020,Kharif,Rice,Andhra Pradesh,Visakhapatnam,Tube Well,1170.76,198.0,7254.0,8492.69
2019-10-30,2019,Rabi,Potato,Uttar Pradesh,Kanpur,Tube Well,526.92,169.0,38352.0,20208.44
2021-02-24,2021,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,340.94,168.0,1890.0,644.38
2022-02-21,2022,Perennial,Coffee,Kerala,Ernakulam,Rainfed,15.06,73.0,983.0,14.8
2024-09-22,2024,Zaid,Coconut,Karnataka,Bangalore,Drip,794.16,53.0,9965.0,7913.8
2018-08-19,2018,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,171.28,138.0,9988.0,1710.74
2021-03-20,2021,Kharif,Rice,Andhra Pradesh,Chittoor,Canal,132.74,72.0,4274.0,567.33
2024-07-17,2024,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,678.3,167.0,4363.0,2959.42
2020-03-31,2020,Zaid,Coconut,Kerala,Ernakulam,Drip,624.17,112.0,16491.0,10293.19
2021-03-19,2021,Perennial,Sugarcane,Uttar Pradesh,Lucknow,Tube Well,1091.96,101.0,118830.0,129757.61
2018-01-05,2018,Perennial,Sugarcane,Karnataka,Mysore,Tube Well,1054.08,61.0,110192.0,116151.18
2016-01-01,2016,Rabi,Oilseeds,Maharashtra,Mumbai,Rainfed,535.65,199.0,2812.0,1506.25
2019-07-04,2019,Kharif,Rice,Punjab,Ludhiana,Tube Well,1080.61,193.0,3036.0,3280.73
2018-05-24,2018,Zaid,Coconut,Kerala,Thrissur,Drip,172.9,70.0,9781.0,1691.13
2017-08-14,2017,Kharif,Cotton,Telangana,Hyderabad,Rainfed,630.44,100.0,801.0,504.98
2020-12-12,2020,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,16.9,109.0,13508.0,228.29
2022-08-20,2022,Perennial,Coffee,Kerala,Ernakulam,Rainfed,109.78,95.0,1396.0,153.25
2020-12-19,2020,Rabi,Wheat,Madhya Pradesh,Bhopal,Tube Well,345.95,190.0,4273.0,1478.24
2021-03-17,2021,Zaid,Coconut,Andhra Pradesh,Guntur,Canal,24.39,158.0,9344.0,227.9
2016-08-22,2016,Zaid,Coconut,Andhra Pradesh,Guntur,Tube Well,559.74,193.0,9907.0,5545.34
2017-02-15,2017,Kharif,Cotton,Andhra Pradesh,Visakhapatnam,Rainfed,632.12,181.0,980.0,619.48
2019-06-03,2019,Perennial,Sugarcane,Maharashtra,Mumbai,Drip,811.87,163.0,97695.0,79315.64
2016-02-14,2016,Rabi,Wheat,Bihar,Gaya,Canal,109.38,155.0,5549.0,606.95
2018-02-28,2018,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Canal,279.71,180.0,107250.0,29998.9
2024-10-19,2024,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,494.49,153.0,2757.0,1363.31
2019-09-05,2019,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,332.51,78.0,5793.0,1926.23
2023-02-22,2023,Kharif,Cotton,Gujarat,Ahmedabad,Tube Well,40.82,147.0,756.0,30.86
2020-08-21,2020,Kharif,Rice,Telangana,Warangal,Canal,490.93,127.0,4895.0,2403.1
2025-08-04,2025,Perennial,Coffee,Tamil Nadu,Coimbatore,Drip,865.63,197.0,2213.0,1915.64
2021-01-09,2021,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,64.59,126.0,5381.0,347.56
2021-08-28,2021,Kharif,Rice,Telangana,Nizamabad,Tube Well,377.72,56.0,5252.0,1983.79
2016-01-04,2016,Perennial,Sugarcane,Maharashtra,Pune,Drip,431.2,90.0,96218.0,41489.2
2018-06-28,2018,Perennial,Sugarcane,Maharashtra,Pune,Drip,1188.63,188.0,147776.0,175650.99
2018-06-03,2018,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,156.78,194.0,1313.0,205.85
2024-07-15,2024,Rabi,Pulses,Uttar Pradesh,Kanpur,Rainfed,484.36,159.0,1498.0,725.57
2024-12-30,2024,Rabi,Oilseeds,Gujarat,Surat,Tube Well,1079.15,59.0,1823.0,1967.29
2021-07-06,2021,Kharif,Cotton,Maharashtra,Nagpur,Rainfed,436.54,54.0,519.0,226.56
2025-10-22,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,429.76,122.0,1344.0,577.6
2016-08-19,2016,Rabi,Pulses,Uttar Pradesh,Lucknow,Canal,59.22,200.0,1875.0,111.04
2016-10-04,2016,Zaid,Coconut,Karnataka,Belgaum,Tube Well,1083.54,180.0,14921.0,16167.5
2022-12-11,2022,Zaid,Coconut,Tamil Nadu,Chennai,Tube Well,909.19,190.0,14692.0,13357.82
2021-03-31,2021,Zaid,Coconut,Andhra Pradesh,Guntur,Rainfed,764.94,144.0,7344.0,5617.72
2021-05-10,2021,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,58.0,179.0,3379.0,195.98
2022-01-22,2022,Rabi,Wheat,Punjab,Patiala,Tube Well,121.56,98.0,4976.0,604.88
2022-03-27,2022,Kharif,Pulses,Rajasthan,Jodhpur,Tube Well,386.03,54.0,2204.0,850.81
2022-08-11,2022,Rabi,Pulses,Maharashtra,Nashik,Drip,377.73,188.0,2399.0,906.17
2024-06-20,2024,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,502.0,83.0,1751.0,879.0
2017-02-03,2017,Perennial,Coffee,Tamil Nadu,Chennai,Tube Well,662.03,159.0,1139.0,754.05
2025-08-16,2025,Kharif,Maize,Telangana,Hyderabad,Canal,756.4,149.0,4378.0,3311.52
2022-10-01,2022,Kharif,Rice,Bihar,Muzaffarpur,Tube Well,288.56,74.0,4695.0,1354.79
2021-03-13,2021,Kharif,Rice,Andhra Pradesh,Guntur,Canal,697.66,79.0,4646.0,3241.33
2018-09-25,2018,Zaid,Coconut,Andhra Pradesh,Chittoor,Canal,935.06,99.0,11910.0,11136.56
2019-09-15,2019,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,397.71,164.0,2378.0,945.75
2016-08-01,2016,Kharif,Rice,Odisha,Bhubaneswar,Rainfed,749.27,56.0,2198.0,1646.9
2022-09-17,2022,Kharif,Cotton,Andhra Pradesh,Chittoor,Canal,166.22,111.0,1288.0,214.09
2023-04-20,2023,Zaid,Coconut,Karnataka,Belgaum,Tube Well,809.95,150.0,9499.0,7693.72
2020-12-05,2020,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,754.96,76.0,4307.0,3251.61
2022-10-30,2022,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Canal,504.51,68.0,84889.0,42827.35
2015-06-15,2015,Zaid,Coconut,Kerala,Thrissur,Rainfed,299.41,109.0,4202.0,1258.12
2025-04-28,2025,Kharif,Oilseeds,Maharashtra,Nagpur,Rainfed,117.78,93.0,2691.0,316.95
2017-03-20,2017,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,516.78,147.0,4732.0,2445.4
2024-02-16,2024,Perennial,Sugarcane,Maharashtra,Pune,Drip,722.66,195.0,127563.0,92184.68
2018-08-26,2018,Kharif,Maize,Maharashtra,Mumbai,Rainfed,62.05,51.0,5095.0,316.14
2021-09-29,2021,Kharif,Maize,Andhra Pradesh,Guntur,Tube Well,905.13,185.0,5351.0,4843.35
2024-09-09,2024,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,333.42,115.0,9275.0,3092.47
2018-05-10,2018,Perennial,Tea,Assam,Dibrugarh,Rainfed,726.62,150.0,1692.0,1229.44
2015-06-04,2015,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,277.41,178.0,6661.0,1847.83
2023-08-10,2023,Zaid,Coconut,Andhra Pradesh,Visakhapatnam,Rainfed,548.57,136.0,7793.0,4275.01
2024-08-20,2024,Kharif,Pulses,Uttar Pradesh,Varanasi,Rainfed,1315.44,65.0,1275.0,1677.19
2017-11-12,2017,Kharif,Rice,Andhra Pradesh,Guntur,Canal,484.45,71.0,2601.0,1260.05
2019-04-30,2019,Zaid,Coconut,Andhra Pradesh,Chittoor,Canal,789.98,168.0,11725.0,9262.52
2020-04-08,2020,Rabi,Oilseeds,Rajasthan,Udaipur,Tube Well,434.6,84.0,1459.0,634.08
2018-07-20,2018,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,304.01,135.0,3747.0,1139.13
2025-07-30,2025,Perennial,Sugarcane,Karnataka,Mysore,Tube Well,104.71,114.0,107029.0,11207.01
2021-09-09,2021,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,26.92,96.0,3115.0,83.86
2019-06-16,2019,Rabi,Oilseeds,Gujarat,Vadodara,Tube Well,519.6,168.0,3773.0,1960.45
2019-03-17,2019,Kharif,Rice,Telangana,Nizamabad,Tube Well,438.27,160.0,4328.0,1896.83
2025-03-18,2025,Rabi,Oilseeds,Maharashtra,Nashik,Drip,1071.25,147.0,2166.0,2320.33
2025-04-01,2025,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,337.39,106.0,4811.0,1623.18
2022-01-28,2022,Kharif,Rice,Telangana,Nizamabad,Rainfed,260.23,84.0,3646.0,948.8
2023-02-05,2023,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,375.06,127.0,933.0,349.93
2025-02-04,2025,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,198.01,173.0,1247.0,246.92
2021-11-25,2021,Zaid,Coconut,Andhra Pradesh,Chittoor,Tube Well,118.72,136.0,12157.0,1443.28
2019-05-25,2019,Rabi,Oilseeds,Rajasthan,Jodhpur,Rainfed,88.0,196.0,3446.0,303.25
2025-06-18,2025,Perennial,Tea,West Bengal,Darjeeling,Canal,357.88,52.0,2078.0,743.67
2022-12-23,2022,Kharif,Oilseeds,Rajasthan,Jodhpur,Rainfed,18.75,200.0,2137.0,40.07
2017-06-28,2017,Kharif,Cotton,Maharashtra,Pune,Tube Well,294.06,154.0,1608.0,472.85
2017-01-16,2017,Perennial,Sugarcane,Karnataka,Belgaum,Drip,868.4,175.0,96952.0,84193.12
2017-01-13,2017,Kharif,Cotton,Gujarat,Rajkot,Rainfed,289.19,100.0,587.0,169.75
2024-05-20,2024,Perennial,Coffee,Tamil Nadu,Chennai,Canal,130.7,126.0,1942.0,253.82
2019-08-27,2019,Kharif,Cotton,Gujarat,Surat,Tube Well,1139.41,170.0,1308.0,1490.35
2022-11-26,2022,Perennial,Tea,Assam,Kamrup,Rainfed,501.75,164.0,1194.0,599.09
2015-06-16,2015,Kharif,Oilseeds,Rajasthan,Jaipur,Tube Well,51.42,100.0,2970.0,152.72
2017-09-19,2017,Perennial,Sugarcane,Tamil Nadu,Chennai,Canal,77.85,99.0,119904.0,9334.53
2018-10-04,2018,Rabi,Wheat,Rajasthan,Jaipur,Tube Well,432.36,149.0,3510.0,1517.58
2018-09-06,2018,Perennial,Tea,West Bengal,Kolkata,Canal,598.74,190.0,2418.0,1447.75
2022-10-20,2022,Kharif,Maize,Bihar,Purnia,Tube Well,77.69,116.0,4677.0,363.36
2025-02-18,2025,Rabi,Wheat,Haryana,Gurgaon,Canal,321.8,103.0,4336.0,1395.32
2021-01-04,2021,Perennial,Coffee,Karnataka,Hubli,Tube Well,1022.66,184.0,1698.0,1736.48
2022-05-30,2022,Rabi,Pulses,Uttar Pradesh,Lucknow,Canal,862.3,152.0,1275.0,1099.43
2024-11-20,2024,Rabi,Pulses,Uttar Pradesh,Varanasi,Rainfed,666.08,108.0,1620.0,1079.05
2017-10-03,2017,Rabi,Oilseeds,Gujarat,Ahmedabad,Rainfed,307.68,59.0,2123.0,653.2
2017-07-05,2017,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,102.25,158.0,922.0,94.27
2016-02-13,2016,Rabi,Oilseeds,Gujarat,Ahmedabad,Tube Well,489.13,103.0,2685.0,1313.31
2019-12-07,2019,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,646.43,61.0,1806.0,1167.45
2025-06-30,2025,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,29.0,142.0,9912.0,287.45
2016-06-30,2016,Kharif,Pulses,Rajasthan,Jodhpur,Rainfed,693.78,98.0,1856.0,1287.66
2025-01-16,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,174.17,101.0,1184.0,206.22
2022-04-07,2022,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,169.42,122.0,5840.0,989.41
2024-01-05,2024,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Tube Well,77.13,158.0,116896.0,9016.19
